game_id,period,teamTricode,period_points,possessions,major_runs,run_points,pts_per_poss,game_control_index
S2324-G0249,3,MEM,23.0,25,0,97.0,0.8846153846153846,0.6277692307692307
S2324-G0249,3,MIN,30.0,26,0,119.0,1.1111111111111112,0.7856666666666666
S2324-G0249,4,MEM,31.0,20,0,97.0,1.4761904761904763,0.9827142857142858
S2324-G0249,4,MIN,29.0,22,0,119.0,1.2608695652173914,0.8755217391304347
S2324-G0250,1,BKN,19.0,22,0,118.0,0.8260869565217391,0.6136521739130434
S2324-G0250,1,CHI,36.0,21,0,109.0,1.6363636363636365,1.090818181818182
S2324-G0250,2,BKN,44.0,21,0,118.0,2.0,1.318
S2324-G0250,2,CHI,19.0,21,0,109.0,0.8636363636363636,0.6271818181818182
S2324-G0250,3,BKN,33.0,24,0,118.0,1.32,0.91
S2324-G0250,3,CHI,28.0,22,0,109.0,1.2173913043478262,0.8394347826086956
S2324-G0250,4,BKN,22.0,18,0,118.0,1.1578947368421053,0.8127368421052632
S2324-G0250,4,CHI,26.0,21,0,109.0,1.1818181818181819,0.8180909090909091
S2324-G0251,1,CLE,25.0,27,0,105.0,0.8928571428571429,0.6407142857142857
S2324-G0251,1,TOR,28.0,25,0,102.0,1.0769230769230769,0.7481538461538461
S2324-G0251,2,CLE,17.0,20,0,105.0,0.8095238095238095,0.5907142857142857
S2324-G0251,2,TOR,24.0,20,0,102.0,1.1428571428571428,0.7877142857142856
S2324-G0251,3,CLE,32.0,23,0,105.0,1.3333333333333333,0.9049999999999999
S2324-G0251,3,TOR,20.0,21,0,102.0,0.9090909090909091,0.6474545454545454
S2324-G0251,4,CLE,31.0,23,0,105.0,1.2916666666666667,0.88
S2324-G0251,4,TOR,30.0,24,0,102.0,1.2,0.822
S2324-G0252,1,DEN,39.0,28,0,132.0,1.3448275862068966,0.9388965517241379
S2324-G0252,1,SAS,35.0,28,0,120.0,1.206896551724138,0.8441379310344828
S2324-G0252,2,DEN,33.0,31,0,132.0,1.03125,0.75075
S2324-G0252,2,SAS,25.0,31,0,120.0,0.78125,0.58875
S2324-G0252,3,DEN,35.0,27,0,132.0,1.25,0.882
S2324-G0252,3,SAS,24.0,25,0,120.0,0.9230769230769231,0.6738461538461539
S2324-G0252,4,DEN,25.0,24,0,132.0,1.0,0.732
S2324-G0252,4,SAS,36.0,23,0,120.0,1.5,1.02
S2324-G0253,1,DET,27.0,23,0,107.0,1.125,0.7819999999999999
S2324-G0253,1,WAS,31.0,24,0,126.0,1.24,0.87
S2324-G0253,2,DET,27.0,30,0,107.0,0.8709677419354839,0.6295806451612903
S2324-G0253,2,WAS,26.0,26,0,126.0,0.9629629629629629,0.7037777777777777
S2324-G0253,3,DET,29.0,25,0,107.0,1.1153846153846154,0.7762307692307692
S2324-G0253,3,WAS,37.0,29,0,126.0,1.2333333333333334,0.866
S2324-G0253,4,DET,24.0,23,0,107.0,1.0,0.707
S2324-G0253,4,WAS,32.0,22,0,126.0,1.391304347826087,0.9607826086956521
S2324-G0254,1,IND,34.0,23,0,110.0,1.4166666666666667,0.96
S2324-G0254,1,POR,30.0,17,0,114.0,1.6666666666666667,1.1139999999999999
S2324-G0254,2,IND,26.0,22,0,110.0,1.1304347826086956,0.7882608695652173
S2324-G0254,2,POR,35.0,26,0,114.0,1.2962962962962963,0.8917777777777778
S2324-G0254,3,IND,23.0,19,0,110.0,1.15,0.7999999999999999
S2324-G0254,3,POR,18.0,23,0,114.0,0.75,0.564
S2324-G0254,4,IND,27.0,32,0,110.0,0.8181818181818182,0.600909090909091
S2324-G0254,4,POR,31.0,29,0,114.0,1.0333333333333334,0.734
S2324-G0255,1,LAL,19.0,19,0,94.0,0.95,0.6639999999999999
S2324-G0255,1,PHI,32.0,18,0,138.0,1.6842105263157894,1.1485263157894734
S2324-G0255,2,LAL,34.0,23,0,94.0,1.4166666666666667,0.944
S2324-G0255,2,PHI,36.0,23,0,138.0,1.5,1.0379999999999998
S2324-G0255,3,LAL,27.0,20,0,94.0,1.2857142857142858,0.8654285714285714
S2324-G0255,3,PHI,30.0,20,0,138.0,1.4285714285714286,0.9951428571428571
S2324-G0255,4,LAL,14.0,25,0,94.0,0.5384615384615384,0.417076923076923
S2324-G0255,4,PHI,40.0,27,0,138.0,1.4285714285714286,0.9951428571428571
S2324-G0256,1,NOP,24.0,21,0,112.0,1.0909090909090908,0.7665454545454544
S2324-G0256,1,UTA,32.0,22,0,114.0,1.391304347826087,0.9487826086956521
S2324-G0256,2,NOP,31.0,23,0,112.0,1.2916666666666667,0.887
S2324-G0256,2,UTA,25.0,21,0,114.0,1.1363636363636365,0.7958181818181819
S2324-G0256,3,NOP,33.0,21,0,112.0,1.5,1.012
S2324-G0256,3,UTA,31.0,22,0,114.0,1.3478260869565217,0.922695652173913
S2324-G0256,4,NOP,24.0,21,0,112.0,1.0909090909090908,0.7665454545454544
S2324-G0256,4,UTA,26.0,20,0,114.0,1.2380952380952381,0.8568571428571429
S2324-G0257,1,DEN,25.0,25,0,113.0,0.9615384615384616,0.6899230769230769
S2324-G0257,1,LAC,28.0,25,0,104.0,1.0769230769230769,0.7501538461538461
S2324-G0257,2,DEN,33.0,26,0,113.0,1.2222222222222223,0.8463333333333334
S2324-G0257,2,LAC,28.0,26,0,104.0,1.037037037037037,0.7262222222222221
S2324-G0257,3,DEN,19.0,21,0,113.0,0.8636363636363636,0.6311818181818182
S2324-G0257,3,LAC,32.0,18,0,104.0,1.6842105263157894,1.1145263157894736
S2324-G0257,4,DEN,36.0,17,0,113.0,2.0,1.313
S2324-G0257,4,LAC,16.0,19,0,104.0,0.8,0.584
S2324-G0258,1,DET,24.0,27,0,107.0,0.8571428571428571,0.6212857142857142
S2324-G0258,1,LAL,38.0,24,0,133.0,1.52,1.045
S2324-G0258,2,DET,24.0,22,0,107.0,1.0434782608695652,0.733086956521739
S2324-G0258,2,LAL,27.0,22,0,133.0,1.173913043478261,0.8373478260869566
S2324-G0258,3,DET,28.0,22,0,107.0,1.2173913043478262,0.8374347826086956
S2324-G0258,3,LAL,36.0,25,0,133.0,1.3846153846153846,0.9637692307692307
S2324-G0258,4,DET,31.0,25,0,107.0,1.1923076923076923,0.8223846153846154
S2324-G0258,4,LAL,32.0,25,0,133.0,1.2307692307692308,0.8714615384615385
S2324-G0259,1,ORL,31.0,23,0,139.0,1.2916666666666667,0.914
S2324-G0259,1,WAS,26.0,26,0,120.0,0.9629629629629629,0.6977777777777777
S2324-G0259,2,ORL,35.0,24,0,139.0,1.4,0.979
S2324-G0259,2,WAS,30.0,24,0,120.0,1.2,0.84
S2324-G0259,3,ORL,36.0,26,0,139.0,1.3333333333333333,0.939
S2324-G0259,3,WAS,33.0,27,0,120.0,1.1785714285714286,0.8271428571428572
S2324-G0259,4,ORL,37.0,28,0,139.0,1.2758620689655173,0.9045172413793104
S2324-G0259,4,WAS,31.0,28,0,120.0,1.0689655172413792,0.7613793103448275
S2324-G0260,1,PHX,20.0,19,0,105.0,1.0,0.705
S2324-G0260,1,TOR,27.0,22,0,112.0,1.173913043478261,0.8163478260869566
S2324-G0260,2,PHX,33.0,28,0,105.0,1.1379310344827587,0.7877586206896552
S2324-G0260,2,TOR,33.0,27,0,112.0,1.1785714285714286,0.8191428571428572
S2324-G0260,3,PHX,27.0,20,0,105.0,1.2857142857142858,0.8764285714285714
S2324-G0260,3,TOR,26.0,18,0,112.0,1.368421052631579,0.9330526315789474
S2324-G0260,4,PHX,25.0,22,0,105.0,1.0869565217391304,0.7571739130434781
S2324-G0260,4,TOR,26.0,20,0,112.0,1.2380952380952381,0.8548571428571429
S2324-G0261,1,MEM,24.0,22,0,105.0,1.0434782608695652,0.731086956521739
S2324-G0261,1,UTA,25.0,20,0,91.0,1.1904761904761905,0.8052857142857143
S2324-G0261,2,MEM,36.0,23,0,105.0,1.5,1.005
S2324-G0261,2,UTA,17.0,24,0,91.0,0.68,0.49900000000000005
S2324-G0261,3,MEM,28.0,23,0,105.0,1.1666666666666667,0.805
S2324-G0261,3,UTA,25.0,24,0,91.0,1.0,0.691
S2324-G0261,4,MEM,17.0,26,0,105.0,0.6296296296296297,0.48277777777777775
S2324-G0261,4,UTA,24.0,27,0,91.0,0.8571428571428571,0.6052857142857142
S2324-G0262,1,NOP,39.0,27,0,124.0,1.3928571428571428,0.9597142857142856
S2324-G0262,1,PHI,24.0,27,0,114.0,0.8571428571428571,0.6282857142857142
S2324-G0262,2,NOP,29.0,28,0,124.0,1.0,0.724
S2324-G0262,2,PHI,24.0,23,0,114.0,1.0,0.714
S2324-G0262,3,NOP,34.0,27,0,124.0,1.2142857142857142,0.8525714285714285
S2324-G0262,3,PHI,33.0,32,0,114.0,1.0,0.714
S2324-G0262,4,NOP,22.0,26,0,124.0,0.8148148148148148,0.6128888888888888
S2324-G0262,4,PHI,33.0,25,0,114.0,1.2692307692307692,0.8755384615384615
S2324-G0263,1,DEN,41.0,26,0,134.0,1.5185185185185186,1.045111111111111
S2324-G0263,1,HOU,26.0,26,0,124.0,0.9629629629629629,0.7017777777777777
S2324-G0263,2,DEN,35.0,22,0,134.0,1.5217391304347827,1.0470434782608695
S2324-G0263,2,HOU,33.0,21,0,124.0,1.5,1.024
S2324-G0263,3,DEN,32.0,21,0,134.0,1.4545454545454546,1.0067272727272727
S2324-G0263,3,HOU,38.0,20,0,124.0,1.8095238095238095,1.2097142857142855
S2324-G0263,4,DEN,26.0,18,0,134.0,1.368421052631579,0.9550526315789474
S2324-G0263,4,HOU,27.0,17,0,124.0,1.5,1.024
S2324-G0264,1,LAC,35.0,21,0,131.0,1.5909090909090908,1.0855454545454544
S2324-G0264,1,SAC,27.0,20,0,117.0,1.2857142857142858,0.8884285714285715
S2324-G0264,2,LAC,37.0,24,0,131.0,1.48,1.0190000000000001
S2324-G0264,2,SAC,23.0,24,0,117.0,0.92,0.669
S2324-G0264,3,LAC,30.0,23,0,131.0,1.25,0.881
S2324-G0264,3,SAC,31.0,25,0,117.0,1.1923076923076923,0.8323846153846154
S2324-G0264,4,LAC,29.0,20,0,131.0,1.380952380952381,0.9595714285714285
S2324-G0264,4,SAC,36.0,23,0,117.0,1.5,1.017
S2324-G0265,1,CLE,25.0,28,0,95.0,0.8620689655172413,0.6122413793103447
S2324-G0265,1,POR,22.0,26,0,103.0,0.8148148148148148,0.5918888888888888
S2324-G0265,2,CLE,21.0,28,0,95.0,0.7241379310344828,0.5294827586206896
S2324-G0265,2,POR,18.0,27,0,103.0,0.6428571428571429,0.48871428571428577
S2324-G0265,3,CLE,29.0,25,0,95.0,1.1153846153846154,0.7642307692307692
S2324-G0265,3,POR,34.0,24,0,103.0,1.36,0.919
S2324-G0265,4,CLE,20.0,20,0,95.0,0.9523809523809523,0.6664285714285714
S2324-G0265,4,POR,29.0,20,0,103.0,1.380952380952381,0.9315714285714285
S2324-G0266,1,BKN,37.0,29,0,128.0,1.2333333333333334,0.868
S2324-G0266,1,CHA,31.0,23,0,129.0,1.2916666666666667,0.904
S2324-G0266,2,BKN,34.0,25,0,128.0,1.3076923076923077,0.9126153846153846
S2324-G0266,2,CHA,42.0,28,0,129.0,1.4482758620689655,0.9979655172413793
S2324-G0266,3,BKN,35.0,25,0,128.0,1.3461538461538463,0.9356923076923077
S2324-G0266,3,CHA,29.0,22,0,129.0,1.2608695652173914,0.8855217391304347
S2324-G0266,4,BKN,22.0,21,0,128.0,1.0,0.728
S2324-G0266,4,CHA,27.0,21,0,129.0,1.2272727272727273,0.8653636363636363
S2324-G0267,1,IND,38.0,25,0,132.0,1.4615384615384615,1.0089230769230768
S2324-G0267,1,MIA,33.0,25,0,142.0,1.2692307692307692,0.9035384615384615
S2324-G0267,2,IND,35.0,30,0,132.0,1.1290322580645162,0.8094193548387097
S2324-G0267,2,MIA,31.0,26,0,142.0,1.1481481481481481,0.8308888888888889
S2324-G0267,3,IND,27.0,23,0,132.0,1.125,0.8069999999999999
S2324-G0267,3,MIA,33.0,25,0,142.0,1.2692307692307692,0.9035384615384615
S2324-G0267,4,IND,32.0,32,0,132.0,0.9696969696969697,0.7138181818181818
S2324-G0267,4,MIA,45.0,28,0,142.0,1.5517241379310345,1.0730344827586207
S2324-G0268,1,DET,17.0,24,0,112.0,0.68,0.52
S2324-G0268,1,NYK,31.0,25,0,118.0,1.1923076923076923,0.8333846153846154
S2324-G0268,2,DET,37.0,25,0,112.0,1.4230769230769231,0.9658461538461538
S2324-G0268,2,NYK,23.0,27,0,118.0,0.8214285714285714,0.6108571428571428
S2324-G0268,3,DET,33.0,23,0,112.0,1.375,0.9369999999999999
S2324-G0268,3,NYK,31.0,27,0,118.0,1.1071428571428572,0.7822857142857143
S2324-G0268,4,DET,25.0,18,0,112.0,1.3157894736842106,0.9014736842105263
S2324-G0268,4,NYK,33.0,17,0,118.0,1.8333333333333333,1.218
S2324-G0269,1,CHI,26.0,29,0,120.0,0.8666666666666667,0.64
S2324-G0269,1,MIL,24.0,28,0,113.0,0.8275862068965517,0.609551724137931
S2324-G0269,2,CHI,23.0,19,0,120.0,1.15,0.8099999999999999
S2324-G0269,2,MIL,31.0,22,0,113.0,1.3478260869565217,0.921695652173913
S2324-G0269,3,CHI,31.0,30,0,120.0,1.0,0.72
S2324-G0269,3,MIL,25.0,24,0,113.0,1.0,0.713
S2324-G0269,4,CHI,26.0,25,0,120.0,1.0,0.72
S2324-G0269,4,MIL,26.0,23,0,113.0,1.0833333333333333,0.7629999999999999
S2324-G0269,5,CHI,14.0,13,0,120.0,1.0,0.72
S2324-G0269,5,MIL,7.0,13,0,113.0,0.5,0.413
S2324-G0270,1,MIN,20.0,26,0,101.0,0.7407407407407407,0.5454444444444444
S2324-G0270,1,UTA,23.0,24,0,90.0,0.92,0.642
S2324-G0270,2,MIN,29.0,19,0,101.0,1.45,0.971
S2324-G0270,2,UTA,24.0,21,0,90.0,1.0909090909090908,0.7445454545454544
S2324-G0270,3,MIN,35.0,25,0,101.0,1.3461538461538463,0.9086923076923077
S2324-G0270,3,UTA,19.0,25,0,90.0,0.7307692307692307,0.5284615384615384
S2324-G0270,4,MIN,17.0,23,0,101.0,0.7083333333333334,0.526
S2324-G0270,4,UTA,24.0,24,0,90.0,0.96,0.6659999999999999
S2324-G0271,1,LAL,37.0,27,0,110.0,1.3214285714285714,0.9028571428571428
S2324-G0271,1,OKC,30.0,26,0,133.0,1.1111111111111112,0.7996666666666666
S2324-G0271,2,LAL,23.0,24,0,110.0,0.92,0.662
S2324-G0271,2,OKC,42.0,24,0,133.0,1.68,1.141
S2324-G0271,3,LAL,28.0,20,0,110.0,1.3333333333333333,0.9099999999999999
S2324-G0271,3,OKC,36.0,22,0,133.0,1.565217391304348,1.0721304347826086
S2324-G0271,4,LAL,22.0,21,0,110.0,1.0,0.71
S2324-G0271,4,OKC,25.0,21,0,133.0,1.1363636363636365,0.8148181818181819
S2324-G0272,1,ATL,26.0,27,0,137.0,0.9285714285714286,0.6941428571428572
S2324-G0272,1,SAS,35.0,29,0,135.0,1.1666666666666667,0.8350000000000001
S2324-G0272,2,ATL,36.0,28,0,137.0,1.2413793103448276,0.8818275862068966
S2324-G0272,2,SAS,31.0,25,0,135.0,1.1923076923076923,0.8503846153846154
S2324-G0272,3,ATL,39.0,25,0,137.0,1.5,1.037
S2324-G0272,3,SAS,39.0,25,0,135.0,1.5,1.035
S2324-G0272,4,ATL,36.0,25,0,137.0,1.3846153846153846,0.9677692307692307
S2324-G0272,4,SAS,30.0,29,0,135.0,1.0,0.735
S2324-G0273,1,GSW,31.0,19,0,120.0,1.55,1.0499999999999998
S2324-G0273,1,LAC,24.0,20,0,114.0,1.1428571428571428,0.7997142857142856
S2324-G0273,2,GSW,30.0,19,0,120.0,1.5,1.02
S2324-G0273,2,LAC,26.0,23,0,114.0,1.0833333333333333,0.7639999999999999
S2324-G0273,3,GSW,25.0,20,0,120.0,1.1904761904761905,0.8342857142857143
S2324-G0273,3,LAC,27.0,21,0,114.0,1.2272727272727273,0.8503636363636363
S2324-G0273,4,GSW,34.0,22,0,120.0,1.4782608695652173,1.0069565217391303
S2324-G0273,4,LAC,37.0,24,0,114.0,1.48,1.002
S2324-G0274,1,ORL,31.0,24,0,130.0,1.24,0.874
S2324-G0274,1,WAS,36.0,27,0,125.0,1.2857142857142858,0.8964285714285715
S2324-G0274,2,ORL,27.0,21,0,130.0,1.2272727272727273,0.8663636363636363
S2324-G0274,2,WAS,25.0,23,0,125.0,1.0416666666666667,0.75
S2324-G0274,3,ORL,34.0,25,0,130.0,1.3076923076923077,0.9146153846153846
S2324-G0274,3,WAS,28.0,27,0,125.0,1.0,0.725
S2324-G0274,4,ORL,38.0,29,0,130.0,1.2666666666666666,0.8899999999999999
S2324-G0274,4,WAS,36.0,30,0,125.0,1.1612903225806452,0.8217741935483871
S2324-G0275,1,BOS,44.0,31,0,125.0,1.375,0.95
S2324-G0275,1,PHI,36.0,30,0,119.0,1.1612903225806452,0.8157741935483871
S2324-G0275,2,BOS,25.0,25,0,125.0,0.9615384615384616,0.7019230769230769
S2324-G0275,2,PHI,36.0,25,0,119.0,1.3846153846153846,0.9497692307692307
S2324-G0275,3,BOS,26.0,20,0,125.0,1.2380952380952381,0.8678571428571429
S2324-G0275,3,PHI,25.0,22,0,119.0,1.0869565217391304,0.7711739130434782
S2324-G0275,4,BOS,30.0,24,0,125.0,1.2,0.845
S2324-G0275,4,PHI,22.0,22,0,119.0,0.9565217391304348,0.6929130434782609
S2324-G0276,1,NYK,34.0,22,0,119.0,1.4782608695652173,1.0059565217391304
S2324-G0276,1,TOR,26.0,23,0,106.0,1.0833333333333333,0.7559999999999999
S2324-G0276,2,NYK,23.0,25,0,119.0,0.8846153846153846,0.6497692307692308
S2324-G0276,2,TOR,31.0,25,0,106.0,1.1923076923076923,0.8213846153846154
S2324-G0276,3,NYK,33.0,27,0,119.0,1.1785714285714286,0.8261428571428572
S2324-G0276,3,TOR,20.0,27,0,106.0,0.7142857142857143,0.5345714285714286
S2324-G0276,4,NYK,29.0,20,0,119.0,1.380952380952381,0.9475714285714285
S2324-G0276,4,TOR,29.0,27,0,106.0,1.0357142857142858,0.7274285714285714
S2324-G0277,1,DAL,20.0,26,0,94.0,0.7407407407407407,0.5384444444444444
S2324-G0277,1,MEM,28.0,26,0,108.0,1.037037037037037,0.7302222222222221
S2324-G0277,2,DAL,24.0,26,0,94.0,0.8888888888888888,0.6273333333333333
S2324-G0277,2,MEM,31.0,21,0,108.0,1.4090909090909092,0.9534545454545454
S2324-G0277,3,DAL,28.0,23,0,94.0,1.1666666666666667,0.794
S2324-G0277,3,MEM,20.0,20,0,108.0,0.9523809523809523,0.6794285714285714
S2324-G0277,4,DAL,22.0,21,0,94.0,1.0,0.694
S2324-G0277,4,MEM,29.0,21,0,108.0,1.3181818181818181,0.8989090909090909
S2324-G0278,1,NOP,32.0,24,0,121.0,1.28,0.889
S2324-G0278,1,SAS,31.0,22,0,106.0,1.3478260869565217,0.914695652173913
S2324-G0278,2,NOP,31.0,22,0,121.0,1.3478260869565217,0.929695652173913
S2324-G0278,2,SAS,30.0,24,0,106.0,1.2,0.826
S2324-G0278,3,NOP,26.0,24,0,121.0,1.04,0.745
S2324-G0278,3,SAS,20.0,24,0,106.0,0.8,0.586
S2324-G0278,4,NOP,32.0,24,0,121.0,1.28,0.889
S2324-G0278,4,SAS,25.0,23,0,106.0,1.0416666666666667,0.731
S2324-G0279,1,DEN,41.0,27,0,119.0,1.4642857142857142,0.9975714285714284
S2324-G0279,1,PHX,30.0,26,0,111.0,1.1111111111111112,0.7776666666666666
S2324-G0279,2,DEN,29.0,23,0,119.0,1.2083333333333333,0.844
S2324-G0279,2,PHX,33.0,28,0,111.0,1.1379310344827587,0.7937586206896552
S2324-G0279,3,DEN,24.0,21,0,119.0,1.0909090909090908,0.7735454545454544
S2324-G0279,3,PHX,28.0,21,0,111.0,1.2727272727272727,0.8746363636363635
S2324-G0279,4,DEN,25.0,18,0,119.0,1.3157894736842106,0.9084736842105263
S2324-G0279,4,PHX,20.0,19,0,111.0,1.0,0.711
S2324-G0280,1,GSW,33.0,22,0,112.0,1.434782608695652,0.9728695652173912
S2324-G0280,1,LAC,22.0,25,0,113.0,0.8461538461538461,0.6206923076923077
S2324-G0280,2,GSW,34.0,24,0,112.0,1.36,0.928
S2324-G0280,2,LAC,26.0,26,0,113.0,0.9629629629629629,0.6907777777777777
S2324-G0280,3,GSW,25.0,25,0,112.0,0.9615384615384616,0.6889230769230769
S2324-G0280,3,LAC,37.0,25,0,113.0,1.4230769230769231,0.9668461538461538
S2324-G0280,4,GSW,20.0,24,0,112.0,0.8,0.592
S2324-G0280,4,LAC,28.0,21,0,113.0,1.2727272727272727,0.8766363636363635
S2324-G0281,1,CHA,23.0,24,0,117.0,0.92,0.669
S2324-G0281,1,MIN,30.0,22,0,123.0,1.3043478260869565,0.905608695652174
S2324-G0281,2,CHA,36.0,22,0,117.0,1.565217391304348,1.0561304347826086
S2324-G0281,2,MIN,32.0,24,0,123.0,1.28,0.891
S2324-G0281,3,CHA,28.0,25,0,117.0,1.0769230769230769,0.7631538461538461
S2324-G0281,3,MIN,26.0,25,0,123.0,1.0,0.723
S2324-G0281,4,CHA,30.0,20,0,117.0,1.4285714285714286,0.9741428571428571
S2324-G0281,4,MIN,35.0,18,0,123.0,1.8421052631578947,1.2282631578947367
S2324-G0282,1,BKN,43.0,23,0,129.0,1.7916666666666667,1.204
S2324-G0282,1,ORL,22.0,23,0,101.0,0.9166666666666666,0.6509999999999999
S2324-G0282,2,BKN,30.0,20,0,129.0,1.4285714285714286,0.9861428571428571
S2324-G0282,2,ORL,29.0,17,0,101.0,1.6111111111111112,1.0676666666666668
S2324-G0282,3,BKN,25.0,25,0,129.0,0.9615384615384616,0.7059230769230769
S2324-G0282,3,ORL,34.0,24,0,101.0,1.36,0.917
S2324-G0282,4,BKN,31.0,22,0,129.0,1.3478260869565217,0.937695652173913
S2324-G0282,4,ORL,16.0,22,0,101.0,0.6956521739130435,0.5183913043478261
S2324-G0283,1,CLE,25.0,24,0,110.0,1.0,0.71
S2324-G0283,1,DET,30.0,24,0,101.0,1.2,0.821
S2324-G0283,2,CLE,29.0,19,0,110.0,1.45,0.98
S2324-G0283,2,DET,18.0,20,0,101.0,0.8571428571428571,0.6152857142857142
S2324-G0283,3,CLE,31.0,26,0,110.0,1.1481481481481481,0.7988888888888889
S2324-G0283,3,DET,34.0,27,0,101.0,1.2142857142857142,0.8295714285714285
S2324-G0283,4,CLE,25.0,21,0,110.0,1.1363636363636365,0.7918181818181819
S2324-G0283,4,DET,19.0,21,0,101.0,0.8636363636363636,0.6191818181818182
S2324-G0284,1,IND,25.0,23,0,144.0,1.0416666666666667,0.769
S2324-G0284,1,MIA,31.0,23,0,129.0,1.2916666666666667,0.904
S2324-G0284,2,IND,40.0,26,0,144.0,1.4814814814814814,1.0328888888888887
S2324-G0284,2,MIA,34.0,27,0,129.0,1.2142857142857142,0.8575714285714285
S2324-G0284,3,IND,41.0,26,0,144.0,1.5185185185185186,1.055111111111111
S2324-G0284,3,MIA,33.0,26,0,129.0,1.2222222222222223,0.8623333333333334
S2324-G0284,4,IND,38.0,22,0,144.0,1.6521739130434783,1.135304347826087
S2324-G0284,4,MIA,31.0,24,0,129.0,1.24,0.873
S2324-G0285,1,CHI,32.0,24,0,124.0,1.28,0.892
S2324-G0285,1,NOP,29.0,24,0,118.0,1.16,0.814
S2324-G0285,2,CHI,21.0,19,0,124.0,1.05,0.754
S2324-G0285,2,NOP,32.0,18,0,118.0,1.6842105263157894,1.1285263157894736
S2324-G0285,3,CHI,36.0,24,0,124.0,1.44,0.988
S2324-G0285,3,NOP,21.0,25,0,118.0,0.8076923076923077,0.6026153846153846
S2324-G0285,4,CHI,35.0,26,0,124.0,1.2962962962962963,0.9017777777777778
S2324-G0285,4,NOP,36.0,27,0,118.0,1.2857142857142858,0.8894285714285715
S2324-G0286,1,ATL,37.0,28,0,121.0,1.2758620689655173,0.8865172413793104
S2324-G0286,1,MIL,42.0,32,0,132.0,1.2727272727272727,0.8956363636363636
S2324-G0286,2,ATL,26.0,24,0,121.0,1.04,0.745
S2324-G0286,2,MIL,25.0,21,0,132.0,1.1363636363636365,0.8138181818181819
S2324-G0286,3,ATL,35.0,29,0,121.0,1.1666666666666667,0.8210000000000001
S2324-G0286,3,MIL,32.0,27,0,132.0,1.1428571428571428,0.8177142857142856
S2324-G0286,4,ATL,23.0,24,0,121.0,0.92,0.673
S2324-G0286,4,MIL,33.0,23,0,132.0,1.375,0.957
S2324-G0287,1,DAL,27.0,22,0,120.0,1.173913043478261,0.8243478260869566
S2324-G0287,1,OKC,33.0,20,0,126.0,1.5714285714285714,1.068857142857143
S2324-G0287,2,DAL,29.0,25,0,120.0,1.1153846153846154,0.7892307692307692
S2324-G0287,2,OKC,39.0,24,0,126.0,1.56,1.0619999999999998
S2324-G0287,3,DAL,28.0,23,0,120.0,1.1666666666666667,0.8200000000000001
S2324-G0287,3,OKC,35.0,23,0,126.0,1.4583333333333333,1.001
S2324-G0287,4,DAL,36.0,24,0,120.0,1.44,0.984
S2324-G0287,4,OKC,19.0,23,0,126.0,0.7916666666666666,0.601
S2324-G0288,1,MEM,27.0,20,0,109.0,1.2857142857142858,0.8804285714285714
S2324-G0288,1,PHX,27.0,21,0,116.0,1.2272727272727273,0.8523636363636363
S2324-G0288,2,MEM,24.0,26,0,109.0,0.8888888888888888,0.6423333333333333
S2324-G0288,2,PHX,23.0,28,0,116.0,0.7931034482758621,0.5918620689655172
S2324-G0288,3,MEM,21.0,23,0,109.0,0.875,0.634
S2324-G0288,3,PHX,34.0,23,0,116.0,1.4166666666666667,0.966
S2324-G0288,4,MEM,37.0,21,0,109.0,1.6818181818181819,1.118090909090909
S2324-G0288,4,PHX,32.0,20,0,116.0,1.5238095238095237,1.0302857142857142
S2324-G0289,1,POR,24.0,25,0,113.0,0.9230769230769231,0.6668461538461539
S2324-G0289,1,UTA,21.0,22,0,118.0,0.9130434782608695,0.6658260869565217
S2324-G0289,2,POR,20.0,23,0,113.0,0.8333333333333334,0.613
S2324-G0289,2,UTA,35.0,26,0,118.0,1.2962962962962963,0.8957777777777778
S2324-G0289,3,POR,30.0,24,0,113.0,1.2,0.833
S2324-G0289,3,UTA,28.0,23,0,118.0,1.1666666666666667,0.8180000000000001
S2324-G0289,4,POR,32.0,20,0,113.0,1.5238095238095237,1.0272857142857141
S2324-G0289,4,UTA,22.0,21,0,118.0,1.0,0.718
S2324-G0289,5,POR,7.0,7,0,113.0,0.875,0.638
S2324-G0289,5,UTA,12.0,6,0,118.0,1.7142857142857142,1.1465714285714284
S2324-G0290,1,DEN,30.0,21,0,117.0,1.3636363636363635,0.9351818181818181
S2324-G0290,1,SAC,25.0,21,0,123.0,1.1363636363636365,0.8048181818181819
S2324-G0290,2,DEN,20.0,25,0,117.0,0.7692307692307693,0.5785384615384616
S2324-G0290,2,SAC,39.0,27,0,123.0,1.3928571428571428,0.9587142857142856
S2324-G0290,3,DEN,28.0,22,0,117.0,1.2173913043478262,0.8474347826086956
S2324-G0290,3,SAC,24.0,23,0,123.0,1.0,0.723
S2324-G0290,4,DEN,39.0,28,0,117.0,1.3448275862068966,0.9238965517241379
S2324-G0290,4,SAC,35.0,29,0,123.0,1.1666666666666667,0.8230000000000001
S2324-G0291,1,HOU,30.0,22,0,97.0,1.3043478260869565,0.8796086956521739
S2324-G0291,1,LAL,25.0,22,0,107.0,1.0869565217391304,0.7591739130434781
S2324-G0291,2,HOU,14.0,24,0,97.0,0.56,0.43300000000000005
S2324-G0291,2,LAL,35.0,22,0,107.0,1.5217391304347827,1.0200434782608696
S2324-G0291,3,HOU,28.0,24,0,97.0,1.12,0.769
