game_id,playerNameI,period,y_true_drop,y_pred_drop,severity,reason
S2324-G0156,Z. Williamson,3,7.376709401709402,14.937526890762436,HIGH,Predicted next-period drop in performance (fatigue risk).
S2324-G0157,D. Gallinari,2,15.012857142857142,12.282694771200426,HIGH,Predicted next-period drop in performance (fatigue risk).
S2324-G0157,K. Kuzma,1,6.350396825396828,15.380186136108629,HIGH,Predicted next-period drop in performance (fatigue risk).
S2324-G0157,K. Kuzma,2,13.005303030303027,9.752161306146627,HIGH,Predicted next-period drop in performance (fatigue risk).
S2324-G0157,L. Ball,1,14.125133689839572,16.186494365404503,HIGH,Predicted next-period drop in performance (fatigue risk).
S2324-G0157,L. Ball,3,7.366666666666667,8.190787614442282,HIGH,Predicted next-period drop in performance (fatigue risk).
S2324-G0159,J. Embiid,1,19.58763197586727,13.734289732491158,HIGH,Predicted next-period drop in performance (fatigue risk).
S2324-G0159,J. Embiid,3,22.640837104072396,16.3856251723196,HIGH,Predicted next-period drop in performance (fatigue risk).
S2324-G0159,K. Porzingis,2,14.752272727272723,8.044946772537712,HIGH,Predicted next-period drop in performance (fatigue risk).
S2324-G0159,S. Hauser,2,9.525,7.841663550836416,HIGH,Predicted next-period drop in performance (fatigue risk).
S2324-G0159,T. Maxey,2,25.814210526315783,20.4406730575626,HIGH,Predicted next-period drop in performance (fatigue risk).
S2324-G0164,J. Jackson Jr.,3,0.7136752136752129,11.217924719214729,HIGH,Predicted next-period drop in performance (fatigue risk).
S2324-G0164,L. Kennard,1,15.830555555555556,9.807330951191584,HIGH,Predicted next-period drop in performance (fatigue risk).
S2324-G0169,A. Wiggins,3,8.096969696969696,9.558090535834706,HIGH,Predicted next-period drop in performance (fatigue risk).
S2324-G0169,M. Porter Jr.,1,12.717748917748915,10.474912025472449,HIGH,Predicted next-period drop in performance (fatigue risk).
S2324-G0169,N. Jokic,1,-1.3848076923076924,9.46690103869176,HIGH,Predicted next-period drop in performance (fatigue risk).
S2324-G0169,N. Jokic,3,17.15897435897436,14.016796555662602,HIGH,Predicted next-period drop in performance (fatigue risk).
S2324-G0169,R. Jackson,2,23.06969696969697,14.249400200665404,HIGH,Predicted next-period drop in performance (fatigue risk).
S2324-G0169,S. Curry,2,6.461904761904762,8.947641988402513,HIGH,Predicted next-period drop in performance (fatigue risk).
S2324-G0171,B. Hield,3,16.50888888888889,14.71370717591648,HIGH,Predicted next-period drop in performance (fatigue risk).
S2324-G0171,B. Mathurin,2,15.158333333333331,10.504909547173808,HIGH,Predicted next-period drop in performance (fatigue risk).
S2324-G0171,G. Antetokounmpo,1,-14.68976608187134,8.572613530886906,HIGH,Predicted next-period drop in performance (fatigue risk).
S2324-G0171,G. Antetokounmpo,2,-2.159122807017546,16.55480702385246,HIGH,Predicted next-period drop in performance (fatigue risk).
S2324-G0171,G. Antetokounmpo,3,14.42862745098039,18.64886501841123,HIGH,Predicted next-period drop in performance (fatigue risk).
S2324-G0171,K. Middleton,2,20.880952380952383,12.132132447045608,HIGH,Predicted next-period drop in performance (fatigue risk).
S2324-G0171,M. Turner,2,9.831493506493503,8.798173395734818,HIGH,Predicted next-period drop in performance (fatigue risk).
S2324-G0175,B. Adebayo,1,8.614285714285716,9.28777765221272,HIGH,Predicted next-period drop in performance (fatigue risk).
S2324-G0175,D. Murray,3,25.82470588235294,17.00032487212665,HIGH,Predicted next-period drop in performance (fatigue risk).
S2324-G0175,J. Jaquez Jr.,2,6.202564102564104,8.506098304120226,HIGH,Predicted next-period drop in performance (fatigue risk).
S2324-G0179,P. George,2,25.257878787878784,14.192946382078317,HIGH,Predicted next-period drop in performance (fatigue risk).
S2324-G0185,J. Williams,2,16.53030303030303,11.408389984290965,HIGH,Predicted next-period drop in performance (fatigue risk).
S2324-G0185,S. Gilgeous-Alexander,1,12.966666666666669,13.114769642131662,HIGH,Predicted next-period drop in performance (fatigue risk).
S2324-G0185,S. Gilgeous-Alexander,3,-0.2704761904761916,8.28979944203901,HIGH,Predicted next-period drop in performance (fatigue risk).
